"Date","City","State","Type","Description"
"05/04/2004","Hammond","IL","Vandalism","A five-foot swastika was carved into a Little League baseball field."
"05/04/2004","Milford","MA","Assault","Shirley A. Aldrin, 32, and Roger Britton, Jr., 33, allegedly attacked a gas station attendant who is an American citizen born in Iraq."
"05/04/2004","East Meadow","NY","Vandalism","Swastikas and other graffiti were spray- painted on the walls and sidewalk at an elementary school."
"05/03/2004","Roosevelt","NJ","Vandalism","Swastikas were drawn in the dirt of a ballfield at an elementary school."
"05/02/2004","Metuchen","NJ","Leafletting","Leaflets from the neo-Nazi White Revolution were left on lawns throughout a neighborhood."
"05/01/2004","Lincoln","NE","Leafletting","Racist literature from the neo-Nazi National Alliance was left in driveways."
"05/01/2004","Graniteville","NY","Vandalism","About two dozen tombstones were toppled in a predominantly Jewish cemetery."
"05/01/2004","Arlington","VA","Vandalism","Two 13-year old boys were charged in a series of incidents in which a church school and vehicles were spray-painted with anti- Semitic, racist and sexually offensive graffiti."
"05/01/2004","Arlington","WA","Vandalism","Racist, sexual and anti-Semitic graffiti was spray-painted on a Catholic elementary school and more than a dozen vehicles."
"04/30/2004","Milford","MA","Leafletting","Nazi Party fiiers were left in the town library on a table and in books about the Holocaust."
"04/29/2004","East Brunswick","NJ","Legal Developments","Michelle Dixon, 40, was convicted of conspiracy to commit first-degree bias intimidation and second-degree robbery for robbing a man with epilepsy and a mental disability."
"04/29/2004","Somerville","TN","Leafletting","Recruiting literature from the neo-Nazi National Alliance was sent to an attorney."
"04/28/2004","Coeur d'Alene","ID","Legal Developments","Former Aryan Nations staff member Shaun Winkler, 24, was sentenced to three consecutive jail terms of six months each for macing former Aryan Nations member Michael Teague in 2002."
"04/28/2004","Union City","TN","Threat","Threatening notes and a noose were left in areas where black employees work at a Goodyear tire plant."
"04/27/2004","Sun City","CA","Vandalism","Two juveniles were arrested for leaving a sign with racist writings in a black family's yard."
"04/27/2004","Louisville","KY","Leafletting","Two Ku Klux Klan members allegedly posted Klan fliers on the University of Louisville campus."
"04/27/2004","Arlington","MA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed in neighborhoods."
"04/27/2004","New York","NY","Vandalism","A swastika was scratched into a door of a union headquarters."
"04/27/2004","Nyack","NY","Vandalism","A swastika, sexually explicit phrases and racist graffiti were drawn on a chalkboard at a middle School."
"04/26/2004","Waynesville","NC","Vandalism","Several swastikas were spray-painted in the roadway and on a mound of dirt in the Rabbit Skin community."
"04/26/2004","Queens","NY","Vandalism","A racial slur was scrawled on a black man's car."
"04/25/2004","Bloomington","IL","Vandalism","Red swastikas and the word 'Jew' were spray-painted on a vehicle."
"04/25/2004","Auburn","ME","Vandalism","Swastikas and the letters 'KKK' were painted on a synagogue."
"04/25/2004","Rockaway Beach","NY","Vandalism","A swastika, Star of David, and the numbers '666' were scrawled at a railway station."
"04/25/2004","Kerrville","TX","Vandalism","The brake lines of a bus owned by a religious organization were cut and swastikas and the letters 'KKK' and the symbol '666' were drawn on it."
"04/24/2004","Washington, D.C.","DC","Vandalism","The words 'White Power' and 'No Salvadorans' were spray-painted on a wall outside a Catholic school."
"04/24/2004","Bronx","NY","Vandalism","An anti-Semitic epithet was scrawled on a church."
"04/23/2004","Broomfield","CO","Leafletting","Fliers from the neo-Nazi National Alliance were distributed."
"04/23/2004","KENT","OH","Vandalism","A couch was burned on the lawn of a Jewish fraternity."
"04/23/2004","Woodbridge","VA","Vandalism","Two swastikas, the words 'white power' and a racial epithet were spray- painted on a black family's garage."
"04/22/2004","Toms River","NJ","Vandalism","Three teenage boys were charged with allegedly scrawling swastikas and other graffiti on a mosque under construction."
"04/22/2004","Smithville","TN","Leafletting","Recruiting literature from the neo-Nazi National Alliance was sent to an attorney."
"04/22/2004","Denton","TX","Vandalism","A window and glass door of an Islamic Society building were shot out."
"04/21/2004","Ventura","CA","Vandalism","Swastikas, racial slurs and derogatory remarks against teachers were spray- painted in a high school and and 50 door locks were glued shut."
"04/21/2004","Springfield","MO","Legal Developments","Steven Augustus Heldenbrand, 26, pleaded guilty to participating in a 2001 racially motivated gang attack on two black men that left one of the men seriously injured."
"04/21/2004","Las Cruces","NM","Leafletting","Leaflets from the neo-Nazi National Alliance were left on lawns."
"04/21/2004","Springfield","VA","Vandalism","The letters 'KKK' were spray-painted on a dumpster behind a fire station."
"04/20/2004","Needham","MA","Leafletting","Fliers from the Knights of the Ku Klux Klan were left on lawns and driveways through the town."
"04/19/2004","Boulder","CO","Leafletting","Leaflets from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"04/18/2004","Davis","CA","Vandalism","A freshman student was charged with possession of stolen property and a hate crime for allegedly stealing the Israeli flag from the exterior of the Davis Hillel House at the University of California."
"04/18/2004","Newark","NJ","Vandalism","Windows at an Islamic center were broken, holes were punched in the wallboards, at least a dozen metal frames were bent or twisted and swastikas and sexually explicit and anti-Semitic statements were scrawled on two doors."
"04/18/2004","Staten Island","NY","Harassment","Mohammed Asif, 21; Hooner Baweja, 16; Abhisekh Chakravarty, 17; and Muhummad Mukhtar, 18, were each charged with a bias crime for allegedly yelling anti-Semitic slurs and throwing bottles at Jewish students."
"04/18/2004","Dallas","TX","Vandalism","Anti-Semitic slurs and obscenities were written on vehicles."
"04/17/2004","Brooklyn","NY","Vandalism","Anti-Jewish epithets were found on the Coney Island boardwalk."
"04/17/2004","Staten Island","NY","Leafletting","An anti-immigration sticker was found in the bathroom of a mall restaurant."
"04/17/2004","Spokane","WA","Cross Burnings","K. C. Stoner, 17, was charged with three felony counts of malicious harassment after he allegedly attempted to burn a cross in the yard of a family that has two African- American boys."
"04/15/2004","San Bernardino","CA","Vandalism","Red, white and blue paint was smeared on the front steps of a Catholic church that hosted a forum to give drivers' licenses to undocumented immigrants."
"04/15/2004","Auburn","NY","Vandalism","The car of a same-sex marriage activist was vandalized."
"04/15/2004","Oklahoma City","OK","Legal Developments","White supremacist Sean Michael Gillespie, 20, was charged with allegedly throwing a firebomb at a Jewish synagogue."
"04/15/2004","Arlington","WA","Legal Developments","Two 16-year-olds were sentenced to 30 days in detention plus 72 hours of community service for burning a cross in a black person's yard."
"04/14/2004","Manalapan","NJ","Vandalism","A swastika was drawn on the wall of a bathroom at a middle school"
"04/13/2004","Beverly","MA","Leafletting","Fliers from the neo-Nazi National Alliance were left on parked cars at a B.B. King concert."
"04/13/2004","Pearl River","NY","Vandalism","A swastika, sexually explicit phrases and racist graffiti were drawn on a chalkboard at a middle school."
"04/12/2004","Hudson","NY","Assault","A 24-year-old black woman, Latisha E. Diaz, allegedly attacked a white woman because of her race."
"04/12/2004","Manlius","NY","Vandalism","Amy Maestri, 17, and Paul A. Doughty and Suong T. Phan, both 16, were charged with two felony counts of criminal mischief and one misdemeanor count of criminal mischief for allegedly scrawling graffiti at two schools and a home."
"04/11/2004","Norwalk","CT","Vandalism","Anti-Semitic epithets and references to male genitalia were scrawled on the exterior walls of a pro golf shop."
"04/11/2004","Lakewood Ranch","FL","Legal Developments","Three high school students confessed to vandalizing their school with anti-Semitic graffiti."
"04/11/2004","Sarasota","FL","Vandalism","Racial epithets, references to white supremacy and a swastika were painted on walls at a school."
"04/10/2004","Hagerstown","MD","Leafletting","Fliers from the World Knights of the Ku Klux Klan were distributed in a neighborhood."
"04/09/2004","Los Angeles","CA","Vandalism","Windows of a synagogue were shattered during Passover week."
"04/09/2004","Placerville","CA","Vandalism","Graffiti that included swastikas and the words 'Happy Holocaust' and 'white power' was scrawled on the walls of an elementary school."
"04/09/2004","Lehigh Acres","FL","Vandalism","The windows and front doors of a church under construction were shot out."
"04/09/2004","Philadelphia","MS","Rally","About 15 members of the Mississippi White Knights and the Orion Knights of the Ku Klux Klan rallied."
"04/08/2004","Tampa","FL","Vandalism","The home of a Jewish family suing the Manatee County School Board over prayer at its meetings was vandalized with red paint."
"04/08/2004","New York","NY","Vandalism","Swastikas were painted on the wall of a business."
"04/07/2004","New York","NY","Vandalism","An anti-Semitic epithet and a swastika were scrawled on posters on a subway platform."
"04/07/2004","Huntingdon","PA","Vandalism","Vandals spray-painted racial epithets and swastikas on garage doors and fences."
"04/06/2004","Glendora","CA","Vandalism","Racial slurs were painted on the walls of a black family's home."
"04/06/2004","Sebastopol","CA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
